name,RA [deg],DEC [deg],zlens,type,grading,ref
141228+531220,213.1167,53.2056,0.556,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
141257+530120,213.238,53.0223,0.419,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
141504+522823,213.7694,52.4733,0.51,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
141543+522735,213.9302,52.4597,0.445,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
142027+540842,215.1154,54.1452,0.421,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
142031+525822,215.1325,52.9728,0.461,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
142044+544900,215.185,54.8167,0.727,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
142119+531109,215.3296,53.1859,0.617,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
142254+564909,215.7268,56.8192,0.74,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
142258+512439,215.743,51.411,0.736,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
142311+513926,215.7972,51.6574,0.888,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
142423+523353,216.0988,52.5648,0.277,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
142501+514652,216.2574,51.7814,0.396,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
142506+525206,216.2764,52.8684,0.633,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
142731+551645,216.8803,55.2792,0.587,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
142732+554230,216.8833,55.7084,0.18,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
142740+555127,216.9184,55.8578,0.366,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
142827+522458,217.1156,52.4161,0.456,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
142834+552736,217.1436,55.46,0.741,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
142858+521606,217.2422,52.2684,0.531,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
142943+545330,217.4292,54.8918,0.31,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
142948+543013,217.4506,54.5037,0.451,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
143001+554334,217.5065,55.7264,0.689,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
143013+550052,217.5583,55.0145,0.653,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
143101+541320,217.7573,54.2225,0.931,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
143123+544819,217.8494,54.8055,0.963,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
143130+570931,217.8789,57.1586,0.454,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
143151+515531,217.9641,51.9255,0.488,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
143157+524645,217.9876,52.7793,0.495,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
143208+534419,218.0356,53.7388,0.612,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
143341+524150,218.423,52.6973,0.493,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
143421+543814,218.5875,54.6375,0.728,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
143436+531743,218.6511,53.2955,0.511,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
143457+570936,218.7415,57.1602,0.335,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
143622+572740,219.0926,57.4613,0.652,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
143637+545636,219.1556,54.9436,0.36,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
143719+573714,219.3332,57.6208,0.537,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
143727+562144,219.3666,56.3624,0.794,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
143906+543900,219.7768,54.6502,0.378,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
143908+545250,219.7837,54.8808,0.543,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
220231+042458,330.6301,4.4163,0.348,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
220241+012612,330.6709,1.4369,0.339,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
220252+021336,330.7197,2.2269,0.305,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
220259+033640,330.7463,3.6112,0.485,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
220331+040310,330.8819,4.053,0.632,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
220506+014703,331.2788,1.7844,0.46,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
220604+014048,331.5168,1.6802,0.946,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
220629+005728,331.6225,0.958,0.759,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
220722+013610,331.8441,1.603,0.823,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
220732+031311,331.8869,3.2199,0.831,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
220759+002157,331.9962,0.3661,0.291,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
220838+030108,332.1595,3.0189,0.302,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
220851+004622,332.2137,0.7729,0.535,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
221000-000041,332.5023,-0.0116,0.389,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
221101+003401,332.7582,0.5671,0.895,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
221225+000403,333.1049,0.0676,0.47,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
221236+014816,333.15,1.8046,0.503,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
221238-001727,333.1587,-0.291,0.428,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
221329+002935,333.3724,0.4932,0.483,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
221336+001143,333.4012,0.1954,0.623,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
221359+005416,333.4959,0.9046,0.37,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
221455+012932,333.7316,1.4923,0.768,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
221457+010228,333.7383,1.0413,0.49,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
221519+015748,333.8305,1.9635,0.41,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
221627+021207,334.1165,2.202,0.482,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
221649+021529,334.2071,2.2581,0.33,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
221731+020715,334.3812,2.121,0.846,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
221821+021557,334.5901,2.266,0.492,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
221929-001743,334.8725,-0.2954,0.296,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
222007-002505,335.0307,-0.4182,0.342,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
222012+010606,335.0536,1.1018,0.24,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
222131+012306,335.3807,1.3853,0.393,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
222240+010951,335.6696,1.1642,0.415,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020833-071414,32.1379,-7.2372,0.424,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021325-074355,33.3522,-7.7319,,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022511-045433,36.296,-4.9093,0.253,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022610-042011,36.5444,-4.3366,0.542,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022648-040610,36.7016,-4.1029,0.815,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022940-040639,37.4183,-4.1109,0.29,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
023251-040823,38.2149,-4.1399,0.51,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
090407-005952,136.033,-0.998,0.724,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
095921+020638,149.8407,2.1107,0.455,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
135847+545913,209.6958,54.987,0.551,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
142003+523137,215.0142,52.5272,0.51,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
221045-005918,332.6892,-0.9884,1.024,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
221326-000946,333.3591,-0.1629,0.307,galaxy,confirmed,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020850-034459,32.211,-3.75,0.455,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
020905-090155,32.2715,-9.0322,0.604,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021004-063011,32.5205,-6.5032,0.663,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021234-083325,33.1442,-8.5571,0.715,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021300-084310,33.2527,-8.7196,0.471,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021604-045855,34.0177,-4.982,0.574,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021619-062958,34.082,-6.4996,0.378,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
021620-044003,34.0872,-4.6676,0.683,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022056-074311,35.2352,-7.7199,0.688,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022115-090602,35.3128,-9.1006,0.475,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022203-054429,35.5149,-5.7416,0.753,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022233-083728,35.638,-8.6246,0.663,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022241-053851,35.6734,-5.6477,0.502,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022508-041749,36.2847,-4.297,0.719,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022612-044055,36.5518,-4.6822,1.072,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022621-040054,36.5891,-4.0152,0.672,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022648-090421,36.7023,-9.0726,0.492,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022733-075021,36.8879,-7.8394,0.42,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022757-042203,36.9864,-4.3681,0.788,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
022929-040013,37.3715,-4.0037,0.641,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
023051-082422,37.714,-8.4064,0.586,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
023251-044827,38.215,-4.8076,0.32,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
023252-043026,38.218,-4.5073,0.45,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
023402-051950,38.5098,-5.3307,0.466,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
023413-055715,38.5563,-5.9543,0.484,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
023506-082049,38.776,-8.3472,0.548,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
084612-023751,131.5535,-2.6311,,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
084909-041226,132.2896,-4.2074,0.797,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
085731-010404,134.3794,-1.0679,0.66,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
085938-010213,134.9088,-1.037,0.604,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
090106-025906,135.2752,-2.9852,0.844,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
090116-020541,135.3197,-2.0948,0.678,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
090119-021039,135.3332,-2.1777,0.428,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
090327-015905,135.8627,-1.9849,,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
095850+023052,149.7091,2.5147,0.472,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
100108+024029,150.285,2.6749,0.378,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
100141+020444,150.4217,2.0789,0.783,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
100220+022335,150.5845,2.3933,0.6,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
135629+545423,209.1235,54.9064,0.55,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
135702+561000,209.2589,56.1669,0.606,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
135915+554853,209.815,55.8149,0.403,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140315+532540,210.8148,53.4279,,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140414+514414,211.0588,51.7374,,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140425+520506,211.1062,52.085,0.522,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140606+553047,211.5272,55.5131,0.62,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
140650+522619,211.7097,52.4386,0.859,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
141143+535043,212.9318,53.8454,0.434,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
141336+531235,213.4025,53.2099,0.407,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
141917+511729,214.8219,51.2913,0.468,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
142115+525137,215.313,52.8605,0.407,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
142147+563052,215.4476,56.5147,0.333,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
142321+572243,215.8413,57.3786,0.611,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
142935+530819,217.3973,53.1386,0.555,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
143002+554634,217.5081,55.7763,0.645,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
143255+551447,218.2329,55.2466,0.4,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
221606-175131,334.0286,-17.8588,0.937,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
221610+002116,334.0419,0.3546,0.733,galaxy,probable,https://iopscience.iop.org/article/10.1088/0004-637X/785/2/144#apj492878t1
