name,RA [deg],DEC [deg],zlens,type,grading,ref
DESJ2112+0009,318.17974,0.15577,0.59,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2113-0114,318.48453,-1.24069,0.53,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2116-5947,319.11382,-59.78382,0.48,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2117-0056,319.3483,-0.94774,0.53,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2118-4317,319.60728,-43.29433,0.51,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2119-0009,319.83958,-0.16294,0.54,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2122-4250,320.55153,-42.84999,0.62,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2124-4128,321.19662,-41.47104,0.63,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2125-6504,321.30012,-65.07408,0.78,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2126-0058,321.7131,-0.97425,0.6,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2127-5149,321.77933,-51.83083,0.77,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2130+0159,322.69589,1.99907,0.69,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2131-4019,322.77049,-40.32251,0.45,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2131-4655,322.98474,-46.92895,0.71,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2132-4305,323.07334,-43.09307,0.5,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2137-0129,324.49176,-1.48996,0.41,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2139-4251A,324.7802,-42.86152,0.46,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2140-0149,325.21674,-1.82716,0.67,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2140-4207,325.02644,-42.12956,0.56,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2144-4149,326.22656,-41.83128,0.37,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2145-4306,326.44328,-43.1137,0.51,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2149-0012,327.3138,-0.21431,0.64,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2152-5250,328.22047,-52.835,0.65,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2159-4307,329.77985,-43.12946,0.39,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2200-4128,330.18545,-41.47227,0.56,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2201-6047,330.27719,-60.78407,0.48,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2203-6408,330.89934,-64.13907,0.69,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2211-5438,332.98655,-54.64442,0.64,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2212-4128,333.02475,-41.47315,0.37,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2215-0138,333.96727,-1.63723,0.65,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2216-4419,334.15922,-44.32216,0.63,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2218-4504,334.74019,-45.07379,0.65,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2219-4348,334.80166,-43.80975,0.71,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2219-4504,334.80513,-45.08072,0.72,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2220-5949,335.21651,-59.82418,0.55,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2226+0041,336.53876,0.69504,0.74,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2226-4636,336.62064,-46.60151,0.48,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2228-4650,337.14677,-46.83995,0.37,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2232-5959,338.14086,-59.9981,0.65,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2234-4110,338.58932,-41.17777,0.47,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2238-4317,339.71254,-43.29173,0.65,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2245-5017,341.26572,-50.29037,0.5,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2248-0123,342.15155,-1.39278,0.65,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2248-4431,342.18318,-44.5308,0.27,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2254-4055,343.5127,-40.93031,0.66,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2255-4123,343.77631,-41.38895,0.67,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2259-4504,344.97848,-45.08013,0.52,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2300-4454,345.01328,-44.90647,0.5,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2301-6501,345.40177,-65.03269,0.6,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2303-5115,345.76962,-51.2505,0.53,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2305-0002,346.34025,-0.03655,0.51,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2305-4441,346.36599,-44.69629,0.59,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2308-0211,347.09255,-2.19214,0.42,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2308-0212,347.10308,-2.20378,0.43,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2311-4546,347.79872,-45.78281,0.59,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2312-4754,348.00185,-47.90321,0.63,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2321-4630,350.36821,-46.51371,0.64,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2322-6409,350.68261,-64.16565,0.41,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2323-0030,350.94191,-0.51056,0.85,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2325-0052,351.48903,-0.87407,0.73,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2325-4111,351.29546,-41.19026,1.43,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2329-5328,352.48378,-53.47715,0.51,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2331+0037,352.87703,0.62594,0.52,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2334-5715,353.70143,-57.25099,0.47,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2334-6404,353.74665,-64.0686,0.72,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2335-5152,353.96636,-51.87161,0.61,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2336-5352,354.02969,-53.87662,0.5,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2337-4730,354.39475,-47.50669,0.52,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2345-4126,356.25481,-41.43636,0.65,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2349-5113,357.37523,-51.22751,0.48,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2351-5452,357.90859,-54.88168,0.43,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2355-6136,358.82982,-61.61029,0.53,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2357-5710,359.32342,-57.17383,0.56,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2358-5440,359.52065,-54.67623,0.44,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2358-5638,359.69297,-56.6472,0.63,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2359-5538,359.759,-55.63496,0.73,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
AGEL 001310+004004,3.29,0.6676666667,0.69325,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 001424+004145,3.60125,0.6959722222,0.5685,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 002527+101107,6.364166667,0.1853055556,L,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 002700-041324,6.750416667,-4.223222222,L,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 003727-413150,9.362916667,-41.5305,0.70884,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 004827+031117,12.11333333,0.1880833333,L,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 010128-334319,0.3658333333,-33.722,0.5811,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 010238+015857,0.6595833333,0.9824166667,L,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 011759-052718,4.494583333,-5.454916667,0.57916,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 012453-144303,6.22125,-14.71738889,0.47781,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 013442+043350,8.676666667,0.5638888889,L,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 013639+000818,9.163333333,0.1383611111,0.34405,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 013719-083056,9.328333333,-8.515527778,0.563,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 014106-171324,10.27541667,-17.22325,0.60873,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 014235-164818,10.64583333,-16.80486111,0.61781,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 014253-183116,10.72041667,-18.52105556,0.63627,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 014327-085021,10.86208333,-8.83925,3,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 014504-045551,11.26791667,-4.930833333,0.63536,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 014556+040229,11.48458333,0.04138888889,0.7839,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 015009-030438,12.53791667,-3.077305556,0.63675,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 020613-011417,1.55625,-1.238166667,0.65402,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 021225-085211,3.105,-8.869666667,L,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 022709-471856,6.7875,-47.3155,0.6029,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 023211+001339,8.046666667,0.2275555556,0.89293,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 024303-000600,10.7625,-0.1000555556,L,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 025220-473238,13.08291667,-47.54380556,0.49515,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 033717-315214,9.321666667,-31.87044444,0.5256,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 035418-160952,13.57625,-16.1645,0.57407,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 040823-532714,2.094583333,-53.45394444,0.63933,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 042439-331742,6.16125,-33.29491667,0.56491,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 061815+501821,4.56375,0.3058888889,0.52207,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 075524+344540,13.84791667,0.761,L,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 080820+103142,2.085,0.5283888889,L,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 085331+232155,13.38,0.3651944444,L,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 091935+303156,4.895833333,0.5323055556,L,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 092315+182943,5.810833333,0.4953888889,L,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 093333+091919,8.38875,0.3219444444,L,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 094412+322039,11.04916667,0.3441111111,L,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 101847-012132,4.697083333,-1.359055556,L,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 103027-064109,7.613333333,-6.685805556,0.46775,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 104041+185052,10.17166667,0.8476944444,L,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 122719+172557,6.829166667,17.43238889,L,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 123809+150151,9.537083333,0.03088888889,0.5716,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 132304+034319,5.767083333,0.7220555556,L,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 133041+044015,7.669166667,0.6706944444,L,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 133145+513431,7.93875,0.5753055556,L,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 140839+253104,2.16125,0.5177777778,L,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 142719-064515,6.827916667,-6.754138889,0.265,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 144133-005401,10.3875,-0.9003888889,0.53761,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 150745+052256,1.937916667,0.3823055556,L,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 152509+422753,6.2875,0.4646111111,L,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 153929+165016,9.870833333,0.8378888889,L,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 155417+044339,13.56916667,0.7275555556,L,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 162300+213721,5.75125,0.6226111111,0.75921,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 165742+344858,14.42333333,0.8161944444,L,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 171922+244117,4.839583333,0.6879722222,L,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 172703+110008,6.76375,0.002111111111,L,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 183520+460627,8.83375,0.1076111111,L,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 193558+580909,8.9925,0.1525,0.57744,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 203459+001636,8.744166667,0.2765277778,,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 204312-060954,10.80208333,-6.164888889,0.79261,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 211515+101153,3.812916667,0.1980833333,,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 211627-594702,4.11375,-59.78383333,0.39365,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
AGEL 212326+015312,5.858333333,0.8866944444,L,galaxy,confirmed,https://arxiv.org/ftp/arxiv/papers/2205/2205.05307.pdf
0047-281,12.42458333,-27.87380556,0.484,galaxy,confirmed,https://web.physics.ucsb.edu/~tt/LSD/
0302+006,0.62875,0.1005833333,0.938,galaxy,confirmed,https://web.physics.ucsb.edu/~tt/LSD/
Q0957+561,0.3366666667,55.89705556,0.356,galaxy,confirmed,https://web.physics.ucsb.edu/~tt/LSD/
PG1115+080,4.570833333,7.766027778,0.31,galaxy,confirmed,https://web.physics.ucsb.edu/~tt/LSD/
H1417+526,4.402083333,52.44444444,0.81,galaxy,confirmed,https://web.physics.ucsb.edu/~tt/LSD/
H1543+535,10.83708333,53.86444444,0.497,galaxy,confirmed,https://web.physics.ucsb.edu/~tt/LSD/
MG1549+305,12.30166667,30.78794444,0.111,galaxy,confirmed,https://web.physics.ucsb.edu/~tt/LSD/
MG2016+112,4.825416667,11.45230556,1.004,galaxy,confirmed,https://web.physics.ucsb.edu/~tt/LSD/
Q2237+030,10.12625,3.358,0.04,galaxy,confirmed,https://web.physics.ucsb.edu/~tt/LSD/
1,149.545323,1.614164,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
2,150.440339,1.754854,,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
3,150.18091,1.714817,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
4,150.066345,1.772114,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
5,149.489741,1.736721,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
6,150.64619,1.840283,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
7,150.091078,1.93585,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
8,149.632091,1.882368,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
9,150.670701,2.091367,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
10,149.894802,2.109357,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
11,149.856184,2.112118,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
12,150.549644,2.140845,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
13,150.259607,2.209858,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
14,150.117743,2.266765,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
15,149.730719,2.147258,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
16,149.644851,2.135518,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
17,150.656039,2.447838,,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
18,150.411971,2.308876,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
19,150.095108,2.300498,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
20,150.085701,2.297656,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
21,150.085616,2.364097,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
22,150.106308,2.432955,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
23,149.961446,2.349389,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
24,149.62831,2.354862,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
25,149.722715,2.428631,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
26,150.571395,2.506658,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
27,150.624611,2.540319,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
28,150.694125,2.547939,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
29,150.317117,2.531471,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
30,150.141624,2.464563,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
31,150.063881,2.605824,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
32,149.878942,2.574346,,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
33,149.542116,2.495012,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
34,150.74702,2.666027,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
35,150.548642,2.766168,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
36,150.329391,2.671669,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
37,150.284903,2.674951,,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
38,150.250216,2.763947,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
39,150.101284,2.703268,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
40,150.217548,2.659542,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
41,149.855932,2.650953,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
42,149.621847,2.733148,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
43,150.644507,2.808898,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
44,150.44348,2.847808,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
45,150.104053,2.844371,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
46,149.611769,2.809775,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
47,150.0525,2.3375,,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
48,150.057917,2.380278,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
49,150.076667,2.645833,,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
50,150.159167,2.6925,,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
51,150.198333,1.839722,,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
52,150.205,1.857778,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
53,150.210833,2.816944,,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
54,150.23625,2.207222,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
55,150.352083,1.855833,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
56,150.57,2.498611,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
57,150.614583,2.080833,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
58,150.725,2.241667,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
59,149.494167,2.256944,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
60,149.7375,1.996944,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
61,149.81125,2.205278,,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
62,149.840417,2.110556,,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4357/aaae6a
